Job_Title,Company,Salary_Range,URL,JD_Text,Skills,Job_Family,Location
Nhân viên Kinh doanh quốc tế,https://www.poshacogroup.com/,"12.000.000 - 15.000.000
Ứng tuyển",https://jobs.neu.edu.vn/jobs/nhan-vien-kinh-doanh-quoc-te-tap-doan-thep-poshaco-1202606011441,"1. Mô tả công việc:
Nghiên cứu thị trường, đối thủ và nhu cầu khách hàng tại các thị trường nước ngoài
Tìm kiếm, phát triển và duy trì quan hệ với khách hàng quốc tế
Giới thiệu, tư vấn sản phẩm thép mạ của công ty đến khách hàng quốc tế
Đàm phán yêu cầu kỹ thuật, giá, thanh toán, chốt hợp đồng
Phối hợp với các bộ phận (sản xuất, logistics) để đảm bảo đơn hàng đúng tiến độ
Tham gia hội trợ, triển lãm, sự kiện quốc tế
Báo cáo kết quả kinh doanh định kỳ
2. YÊU CẦU:
Tốt nghiệp các trường Đại học chuyên ngành kinh tế, kinh doanh quốc tế, logistic,XNK
Có kinh nghiệm 2-5 năm trong mảng kinh doanh quốc tế, XNK
Kỹ năng tìm kiếm và sàng lọc khách hàng quốc tế
Kỹ năng giao tiếp, đàm phán quốc tế
Kỹ năng phân tích thị trường
Kỹ năng quản lý đơn hàng xuất khẩu từ chào giá - ký hợp đồng - giao hàng - thu tiền
Ưu tiên biết tiếng Hàn, Tiếng anh giao tiếp tốt tương đương từ 650 Toeic trở lên.
3. QUYỀN LỢI:
Lương: lương cứng (12-15tr) + hoa hồng (thu nhập 35.000.000VNĐ - 45.000.000VNĐ)
Hưởng chế độ công tác phí và các chế độ khác theo quy định của Công ty
Tham gia BHXH, BHYT, BHTN theo quy định của pháp luật và các đãi ngộ cấp quản lý của công ty
Các chế độ nghỉ phép năm, thưởng ngày Lễ, Tết,..
Môi trường làm việc đoàn kết, ổn định
Thời gian làm việc: 8:00 – 12:00; Chiều 13:15 – 17:15 (Từ thứ 2 đến hết sáng thứ 7 hàng tuần)
Trụ sở làm việc: Tầng 3, Tòa nhà Gold Field, 24 Nguyễn Cơ Thạch, Nam Từ Liêm, Hà Nội
4. Ứng tuyển gửi CV về mail: ngannt@poshaco.com/ 0988527895","python,giao tiếp,tiếng anh",Business Development,Hà Nội
Nhân viên Kinh Doanh Online,https://www.omegason.co/,"9.000.000 - 14.000.000
Ứng tuyển",https://jobs.neu.edu.vn/jobs/nhan-vien-kinh-doanh-online-omegason-1202606011553,"1. MÔ TẢ CÔNG VIỆC:
Hỗ trợ đăng sản phẩm lên website.
Viết hoặc chỉnh sửa mô tả sản phẩm bằng AI.
Sắp xếp sản phẩm theo danh mục.
Kiểm tra hình ảnh, giá bán, size, màu sắc, thông tin sản phẩm.
Hỗ trợ tạo các trang cơ bản như giới thiệu, chính sách, câu hỏi thường gặp.
Kiểm tra website trên điện thoại và máy tính để đảm bảo dễ xem, dễ mua.
Hỗ trợ team marketing chuẩn bị nội dung cho quảng cáo.
Dùng ChatGPT để tìm ý tưởng, viết nội dung, tạo checklist.
Báo cáo tiến độ công việc hằng ngày.
2. YÊU CẦU ỨNG VIÊN:
Nam/nữ từ 21–30 tuổi.
Nhanh nhẹn, trung thực, chịu học.
Thích kinh doanh online, marketing, bán hàng hoặc công nghệ.
Biết sử dụng máy tính tốt.
Biết Canva, ChatGPT, Google Sheet là lợi thế.
Có kinh nghiệm bán hàng online, làm content, chạy page, TikTok, Shopee, website là lợi thế.
Không ngại việc chi tiết.
Có tinh thần chủ động, không đợi nhắc từng việc nhỏ.
3. CHÍNH SÁCH ĐÃI NGỘ:
Lương: 9.000.000 – 14.000.000 VNĐ/tháng, tùy theo năng lực và kinh nghiệm.
Gửi xe miễn phí.
Ăn trưa miễn phí tại công ty.
Thưởng theo hiệu quả chiến dịch & KPI.
Nhân sự làm tốt có cơ hội đạt mức thu nhập cao hơn nhờ thưởng hiệu quả.
Một số nhân sự ở vị trí tương đương trong công ty hiện có thu nhập trung bình khoảng 20–25 triệu/tháng khi đạt KPI tốt.
Được đào tạo tư duy marketing chuyên sâu, đặc biệt trong môi trường kinh doanh online, eCommerce và xây dựng thương hiệu.
Được đào tạo cách dùng AI/ChatGPT để tăng tốc công việc.
Được tham gia xây dựng brand online thực tế từ đầu.
Có lộ trình phát triển lên Trưởng nhóm.
Môi trường trẻ, tốc độ nhanh, phù hợp với người ham học và thích công nghệ.
Tham gia các phúc lợi hấp dẫn: nghỉ lễ, Tết, phép năm đầy đủ, đi du lịch 1 ít nhất 1 lần/năm, lương tháng 13, hỗ trợ trang thiết bị làm việc tiện nghi.
4. CÁCH THỨC ỨNG TUYỂN:
Gửi CV qua email: info@omegason.co
Hạn cuối: 23:59 ngày 9/6/2026
Lưu ý: Do hạn chế về mặt thời gian, chúng tôi có thể sẽ chỉ phản hồi kết quả ứng tuyển qua email cho các ứng viên được chọn. Trong và sau khi ứng tuyển, vui lòng thường xuyên kiểm tra cả hòm thư Spam hoặc Promotions (Quảng cáo) để không bỏ sót bất cứ thông báo nào từ chúng tôi.","python,giao tiếp,tiếng anh",Business Development,Hà Nội
Nhân viên Kinh doanh dự án,https://maivietland.vn/,"5.000.000 - 15000.000
Ứng tuyển",https://jobs.neu.edu.vn/jobs/nhan-vien-tu-van-du-an-mai-viet-land-1202605071429,"1. Mô tả công việc:
Tìm hiểu dự án, hỗ trợ tư vấn khách hàng có nhu cầu mua các dự án Bất động sản Công ty đang phân phối trên địa bàn Hà Nội và các tỉnh lân cận (các dự án chung cư cao cấp, biệt thự nghỉ dưỡng của các chủ đầu tư Taseco, Sungroup, Vingroup, BIM group,…)
Tư vấn cho khách hàng về giá cả, hợp đồng, hỗ trợ khách hàng ký hợp đồng (có bộ phận thư ký kinh doanh hỗ trợ quy trình)
Hỗ trợ chăm sóc khách hàng sau khi bán, duy trì mối quan hệ với khách hàng hiện tại.
Thời gian làm việc: 08h00 – 17h30, từ thứ 2 đến sáng thứ 7 (nghỉ trưa 12h00 – 13h30), nghỉ chiều thứ 7 và chủ nhật.
2. Nơi làm việc:
Trụ sở chính: tầng 11, tháp C, toà nhà Bắc Hà, 219 Trung Kính, P. Yên Hoà, Hà Nội
3. Yêu cầu ứng viên:
Nam/nữ từ 20 – 35 tuổi, tốt nghiệp THPT, không yêu cầu kinh nghiệm (được đào tạo bài bản);
Làm được full-time giờ hành chính;
Có phương tiện đi lại, laptop/máy tính bảng, smartphone.
4. Chính sách đãi ngộ:
2 tháng đầu (thử việc/thực tập) lương cứng 5.000.000 đồng/tháng (không áp KPI), sau đó tăng theo mức doanh thu trong tháng (đến 15.000.000đ) +  hoa hồng KHÔNG GIỚI HẠN + thưởng nóng = Thu nhập từ 50.000.000đ/tháng trở lên
Hỗ trợ dấu thực tập;
Công ty có xe ô tô để hỗ trợ nhân viên đi dự án tỉnh nếu cần;
Được hỗ trợ chi phí marketing, công ty cung cấp data khách hàng nóng;
Lương tháng 13 theo quy định và thưởng kinh doanh vào cuối năm phụ thuộc vào kết quả hoạt động kinh doanh hàng năm của công ty;
Thưởng Lễ Tết theo quy định, thưởng nóng;
Được tham gia BHXH; BHYT, BHTN sau khi ký HĐLĐ chính thức theo quy định của Nhà nước;
Có cơ hội thăng tiến với các chức vụ phù hợp với năng lực;
Được Training và Đào tạo các kỹ năng tư vấn bán hàng và kiến thức dự án, pháp lý,…
Các ứng viên chưa có kinh nghiệm sẽ được đào tạo từ đầu và có TPKD, Chuyên viên cứng trong team hỗ trợ để chốt được giao dịch.
5. Cách thức ứng tuyển:
Ứng viên nộp CV qua email: lethuy.tuyendunghr@gmail.com hoặc thuylc@maivietland.vn
Số điện thoại liên hệ: 0968009936","python,giao tiếp,tiếng anh",Business Development,Hà Nội
Nhân viên Kinh doanh Quốc tế,https://cpc1hn.com.vn/,Ứng tuyển,https://jobs.neu.edu.vn/jobs/nhan-vien-kinh-doanh-quoc-te-cpc1-ha-noi-1202605211532,"1. Mô tả công việc:
Tìm kiếm khách hàng, đối tác chiến lược cho xuất khẩu sản phẩm Dược phẩm của công ty.
Giới thiệu công ty và sản phẩm, đàm phán thương mại, gửi mẫu, chốt đơn.
Theo dõi sản xuất, đăng ký sản phẩm, vận hàng.
Chăm sóc khách hàng sau bán hàng.
Hình thức làm việc: Toàn thời gian
Địa điểm làm việc: Số 1 lô DX- khu đô thị mới Tây Nam Hồ Linh Đàm, P. Hoàng Liệt, Q. Hoàng Mai, Tp. Hà Nội
2. Yêu cầu ứng viên:
Tuyển khối kinh tế (ưu tiên khối thi có môn Hóa và Anh)
Tiếng Anh giao tiếp tốt, có ngoại ngữ thứ hai là một lợi thế.
Có kinh nghiệm sales là lợi thế.
3. Quyền lợi được hưởng:
Nhiều cơ hội đi công tác nước ngoài cùng Team.
Được hướng dẫn, rèn luyện kỹ năng đàm phán, ký kết hợp đồng thương mại quốc tế.
Nâng cao kiến thức về sản phẩm và thị trường Dược phẩm trên thế giới.
Môi trường làm việc trẻ, buddy hỗ trợ giàu kinh nghiệm, training nhiệt tình.
Lương thưởng: thỏa thuận theo năng lực + phụ cấp ăn trưa + thưởng KPI + doanh số. Đặc biệt thưởng sau khi hoàn thành đơn hàng cực hấp dẫn.
Chế độ BHXH đầy đủ sau khi ký hợp đồng lao động chính thức, thai sản, bỉm sữa, khám sức khỏe, du lịch hàng năm cùng công ty.
4. Cách thức ứng tuyển:
Bạn gửi CV (có ảnh) về email: tuyendungrd.cpc1hn@gmail.com
Tiêu đề email: CV_Vị trí ứng tuyển_Họ và tên
Liên hệ: Ms. Hương - 0924238527","python,giao tiếp,tiếng anh",Business Development,Hà Nội
Nhân Viên Kinh Doanh Phần Mềm Công Nghệ,https://ucall.vn/,"7.500.000 - 9.000.000
Ứng tuyển",https://jobs.neu.edu.vn/jobs/nhan-vien-kinh-doanh-phan-mem-cong-nghe-ucall-1202605191607,"1. MÔ TẢ CÔNG VIỆC:
Chủ động tìm kiếm, mở rộng nguồn khách hàng mới
Hỗ trợ khách hàng làm hợp đồng và thanh toán
Phối hợp với team marketing để xây dựng các chiến dịch tìm kiếm khách hàng
Phối hợp với team product để đưa ra định hướng cải tiến sản phẩm hữu ích cho khách hàng
2. YÊU CẦU ỨNG VIÊN:
Từ 20–30 tuổi, ưu tiên sinh viên năm cuối hoặc mới tốt nghiệp có thể làm full-time.
Có kinh nghiệm sales/telesales/chăm sóc khách hàng từ 6 tháng là lợi thế.
Giao tiếp tốt, tự tin, có khả năng xử lý tình huống linh hoạt.
Chủ động, cầu tiến, sẵn sàng học hỏi và phát triển bản thân.
Yêu thích công nghệ hoặc có hứng thú với các sản phẩm phần mềm là điểm cộng.
Có laptop cá nhân phục vụ công việc.
3. CHÍNH SÁCH ĐÃI NGỘ:
Lương cứng:  7,5 triệu – 9 triệu/tháng
Thu nhập : Từ 10 – 30 triệu/tháng, không giới hạn theo năng lượng
Thưởng + Hoa hồng hấp dẫn:
Thưởng KPI theo quý
Hoa hồng: 3% – 20% tùy sản phẩm
Đào tạo & phát triển cá nhân:
Được tạo tạo từ AZ về sản phẩm, kỹ năng bán hàng, công nghệ, tư duy kinh doanh và kỹ năng mềm
Định hướng rõ ràng thăng tiến
Trang thiết bị & hỗ trợ công việc:
Hỗ trợ phần mềm, tai nghe gọi điện
Hỗ trợ dấu mộc tập cho sinh viên
Chế độ phúc lợi:
Đóng Y tế, BHTN
Nghỉ lễ, Tết theo quy định của nhà nước
Văn hoá & động hoạt nội bộ:
Môi trường trẻ, năng động, sáng tạo, tôn trọng cá nhân
Tham định định kỳ xây dựng nhóm, hội thảo, ...
Thời gian làm việc: Từ thứ 2 - thứ 6 (8h30 - 18h) và 2 ngày thứ 7 trong tháng
Địa chỉ:
HCM: SAV5 The Sun Avenue, 28 Mai Chí Thọ, Phường An Khánh, Hồ Chí Minh
HN: A24/D7 Ngõ 66, Khúc Thừa Dụ, Dịch Vọng, Cầu Giấy, Hà Nội.
4. CÁCH THỨC ỨNG TUYỂN:
Gửi CV qua email: hr@etron.vn
Hạn cuối: 23:59 ngày 10/6/2026
Lưu ý: Do hạn chế về mặt thời gian, chúng tôi có thể sẽ chỉ phản hồi kết quả ứng tuyển qua email cho các ứng viên được chọn. Trong và sau khi ứng tuyển, vui lòng thường xuyên kiểm tra cả hòm thư Spam hoặc Promotions (Quảng cáo) để không bỏ sót bất cứ thông báo nào từ chúng tôi.","python,giao tiếp,tiếng anh",Business Development,Hà Nội
Nhân viên Kinh doanh,https://vimc.co/,"Thoả thuận
Ứng tuyển",https://jobs.neu.edu.vn/jobs/nhan-vien-kinh-doanh-tong-cong-ty-hang-hai-viet-nam-vimc-1202605121629,"1. Mô tả công việc:
Phân tích & Hoạch định chiến lược (Data Intelligence):
Phân tích dữ liệu, dự báo bối cảnh thị trường để tìm kiếm khách hàng tiềm năng, xây dựng phương án kinh doanh hàng năm cho VIMC và các đơn vị thành viên.
Tham gia xây dựng kế hoạch kinh doanh hàng năm cho 3 khối kinh doanh (Cảng biển - Vận tải biển – Logistics).
Xây dựng hệ thống Dashboard (MIS-BI) để theo dõi và đánh giá hiệu quả kinh doanh toàn hệ thống định kỳ (tháng/quý/năm).
Thiết kế giải pháp & Sản phẩm (Solution Design):
Phân tích xu hướng dịch vụ, hành vi hàng trọng yếu (KAM), khách hàng tiềm năng để thiết kế các giải pháp logistics tích hợp (End-to-End) khác biệt, tận dụng tối đa hạ tầng cảng biển, đội tàu & logistics của VIMC.
Nghiên cứu về đối thủ cạnh tranh, sản phẩm và chính sách khách hàng của đối thủ.
Phối hợp tính toán giá thành (Costing), thẩm định tính khả thi về tài chính và kỹ thuật cho các dự án kinh doanh.
Sales & Marketing:
Hỗ trợ triển khai chiến lược Marketing B2B, tổ chức các hoạt động xúc tiến thương mại (Roadshow, hội thảo quốc tế) để tạo pipeline khách hàng.
Tham gia xây dựng Sổ tay bán hàng (Commercial Handbook), quy trình chuẩn và bộ KPI kinh doanh áp dụng thống nhất trong toàn hệ thống VIMC.
Tham gia quản trị và phát triển mối quan hệ với các khách hàng chiến lược cấp Tổng công ty.
2. Nơi làm việc: Văn phòng Hà Nội
3. Yêu cầu ứng viên:
Trình độ: Tốt nghiệp Đại học trở lên các chuyên ngành Kinh tế biển, Ngoại thương, Logistics, Tài chính hoặc Quản trị kinh doanh.
Ngoại ngữ: Tiếng Anh tốt (IELTS 6.5 / TOEIC 750 trở lên) để làm việc với đối tác quốc tế.
Tư duy & kỹ năng:
Tư duy chiến lược và khả năng phân tích logic (Data-driven mindset).
Kỹ năng giải quyết vấn đề và thiết kế giải pháp tối ưu.
Kỹ năng giao tiếp, tạo ảnh hưởng và đàm phán trong môi trường B2B.
Sử dụng thành thạo Microsoft Office.
Biết sử dụng công cụ phân tích (BI), phần mềm CRM hoặc các ứng dụng thiết kế (Canva/Photoshop) là một lợi thế lớn.
Thái độ & tố chất: Kiên cường, thích nghi nhanh với môi trường áp lực cao và có tinh thần cầu tiến.
4. Chính sách đãi ngộ:
Phát triển năng lực chuyên môn và tư duy quản lý thông qua lộ trình đào tạo bài bản
Trực tiếp học hỏi và nhận sự dẫn dắt từ đội ngũ chuyên gia hàng đầu trong hệ sinh thái Cảng biển - Vận tải biển - Dịch vụ hàng hải.
Cơ hội tham gia và đóng góp vào các dự án thực tế, nơi bạn biến kiến thức thành giá trị thực tiễn.
Phát triển năng lực phân tích, thiết kế giải pháp và thương mại B2B để tạo tác động tăng trưởng bền vững cho hệ sinh thái VIMC.
Bứt phá sự nghiệp với lộ trình thăng tiến thần tốc lên Chuyên viên chính / Quản lý cấp cơ sở lĩnh vực Kinh doanh sau 24 tháng và tiến tới vị trí Quản lý cấp trung lĩnh vực Kinh doanh sau 3-5 năm.
5. Cách thức ứng tuyển:
Ứng tuyển trực tiếp theo đường dẫn:
https://byvn.net/Fq4Y","python,giao tiếp,tiếng anh",Business Development,Hà Nội
Nhân viên Kinh Doanh Logistics,https://dpexpress.vn/,"7.500.000 - 8.000.000
Ứng tuyển",https://jobs.neu.edu.vn/jobs/nhan-vien-kinh-doanh-logistics-dragon-pacific-express-co-ltd-1202604281727,"1. Mô tả công việc:
Tìm kiếm, chào bán, tư vấn chuỗi cung ứng, dịch vụ giao nhận vận tải trong nước và quốc tế cho các doanh nghiệp có nhu cầu.
Lập kế hoạch và thực hiện kế hoạch phát triển khách hàng mới, duy trì khách hàng cũ.
Tư vấn các giải pháp liên quan đến dịch vụ giao nhận vận chuyển trong nước và quốc tế
Trao đổi, thương lượng các điều khoản hợp đồng, giá cả, thời gian giao hàng, soạn thảo hợp đồng theo nội dung thỏa thuận với khách hàng.
Thường xuyên theo dõi, cung cấp các thông tin, phối hợp chặt chẽ với các bộ phận nghiệp vụ, đảm bảo tư vấn cho khách hàng và điều phối thực hiện việc vận chuyển hàng đúng quy trình và thủ tục để hạn chế phát sinh.
Các công việc khác trong phạm vi chức năng của Phòng Kinh doanh do Trưởng phòng hoặc Ban Giám đốc phân công.
2. Nơi làm việc: Tầng 11, tòa nhà Sông Hồng, 165 Thái Hà, Đống Đa, Hà Nội
3. Yêu cầu ứng viên:
Sinh viên năm 4 hoặc mới tốt nghiệp chuyên ngành Logistics, Kinh tế, Quản trị Kinh Doanh…
Sinh năm 2002-2004, có thể làm fulltime.
Có kiến thức cơ bản về Incoterm, Logistics.
Có kỹ năng Tin học văn phòng, ứng viên có ngoại ngữ là một lợi thế
Chủ động, trách nhiệm, chăm chỉ
4. Chính sách đãi ngộ:
Học việc: Có hỗ trợ trong thời gian học việc
Có cơ hội trở thành nhân viên chính thức
Khi lên Nhân viên chính thức: Lượng cứng cho fresher 7.500.000đ -> 8.000.000đ, chưa bao gồm hoa hồng, thưởng cá nhân, thưởng nhóm => Tổng thu nhập không giới hạn
Xét tăng lương định kỳ 1 lần/năm vào tháng 4 hoặc tăng lương không giới hạn số lần cho những nhân tố đột phá
Phúc lợi đầy đủ: đóng BHXH, BHYT, BHTN theo quy định của Nhà nước.
Thưởng: Lương thứ 13, 14, Thưởng Kết quả Kinh doanh , Thưởng/Tặng quà các dịp lễ tết (Tết Dương, Tết Nguyên Đán, 30/4, Trung thu, 2/9, Sinh nhật, 8/3, 20/10, vv)
Chế độ khám sức khỏe chuyên sâu định kỳ
Được tham gia du lịch trong/ngoài nước, sinh nhật, teambuilding, YEP hằng năm.
Có cơ hội thăng tiến và phát triển bản thân, nâng cao kỹ năng nghề nghiệp.
Thời gian làm việc:
Thứ 2 – Thứ 6: 8h00 – 17h00 (nghỉ trưa 12h00 – 13h00)
Thứ 7: 8h00 – 11h30
5. Cách thức ứng tuyển:
Gửi CV về Pidi@dpexpress.vn hoặc tina.to@dpexpress.vn
Tiêu đề email:  NVKD – Họ và tên – Năm sinh","python,giao tiếp,tiếng anh",Business Development,Hà Nội
Nhân Viên Kinh Doanh,Chưa cập nhật,"7.000.000 - 8.000.000 +
Ứng tuyển",https://jobs.neu.edu.vn/jobs/nhan-vien-kinh-doanh-tiem-banh-cake-by-mup-1202604231535,"1. Mô tả công việc:
Tiếp nhận và xử lý yêu cầu, thắc mắc, khiếu nại của khách hàng qua điện thoại, website, Zalo và các kênh online khác.
Chăm sóc khách hàng sau bán hàng, duy trì mối quan hệ và gia tăng mức độ hài lòng.
Tư vấn sản phẩm/dịch vụ, hỗ trợ lên đơn hàng cho khách.
Tìm kiếm và mở rộng tệp khách hàng mới (khách lẻ và khách doanh nghiệp).
Phát triển thêm các kênh bán hàng mới, góp ý cải thiện trải nghiệm khách hàng.
Phối hợp với các bộ phận liên quan để đảm bảo quy trình bán hàng và chăm sóc khách hàng hiệu quả.
2. Yêu cầu:
Kinh nghiệm làm việc: 06 tháng kinh nghiệm ở vị trí tương đương
Có laptop cá nhân
Ưu tiên tốt nghiệp cao đẳng trở lên, ưu tiên chuyên ngành liên quan đến quản trị kinh doanh hoặc dịch vụ khách hàng.
Kỹ năng giao tiếp tốt và xử lý tình huống tốt
Kỹ năng lắng nghe và thấu hiểu nhu cầu của khách hàng.
Trung thực và có trách nhiệm trong công việc.
Kinh nghiệm trong lĩnh vực chăm sóc khách hàng hoặc bán hàng là một lợi thế.
Có khả năng làm việc dưới áp lực cao, không ngại thử sức với cái mới.
3. Quyền lợi:
Thu nhập: 9-11tr/tháng = lcb: 7-8 triệu + phụ cấp + KPI (Bắt đầu tính khi lên chính thức)
Độ tuổi: 22 - 26 tuổi
Giảm 30% khi mua các sản phẩm của Công ty.
Lương tháng 13, thưởng Lễ, Tết; PC ăn trưa, du lịch, nghỉ mát, teambuilding
Được cử đi học các lớp chuyên sâu, nâng cao chuyên môn và năng lực quản lý.
Được tham gia các chế độ BHXH, BHYT, nghỉ các ngày Lễ, Tết theo quy định Nhà Nước.
Được làm việc trong môi trường năng động, phát triển năng lực theo khả năng từng cá nhân.
Review đánh giá tăng lương 02 lần hàng năm.
4. Thông tin liên hệ:
Email: careers@cakebymup.com.vn (Tiêu đề: Họ tên - vị trí - cơ sở ứng tuyển)
Địa điểm làm việc: 305 Quan Nhân, Thanh Xuân, Hà Nội
Thời gian làm việc:
Làm việc xoay ca linh hoạt
Thứ 2 đến Chủ nhật
Ca 1: 8h-17h
Ca 2: 11h-20h
Ca 3: 13h-22h
Nghỉ 01 ngày bất kỳ trong tuần (hạn chế nghỉ thứ 6,7, chủ nhật)","python,giao tiếp,tiếng anh",Business Development,Hà Nội
Nhân Viên Kinh Doanh,https://www.vietravel.com/,"Thỏa thuận
Ứng tuyển",https://jobs.neu.edu.vn/jobs/nhan-vien-kinh-doanh-vietravel-1202604231540,"I. MÔ TẢ CÔNG VIỆC:
1. Tư vấn bán hàng
Nghiên cứu đối thủ & điều chỉnh chiến lược tư vấn.
Tư vấn khách, theo dõi thanh toán & xử lý hồ sơ tour.
Phối hợp xử lý sự cố & đảm bảo trải nghiệm khách hàng.
Cải tiến quy trình bán hàng & ứng dụng công nghệ mới.
Chăm sóc khách hàng sau tour.
2. Lập hồ sơ đoàn và lịch trình
Tạo booking hệ thống & bàn giao hồ sơ cho bộ phận liên quan.
Kiểm tra tour thực tế với lịch trình bán & cập nhật cho khách.
Đóng góp ý kiến ứng dụng CNTT vào quản lý hồ sơ.
3. Quản trị vận hành tại khu vực
Tiếp thị khu dân cư, đại lý & quảng bá khuyến mãi theo địa phương.
Chốt booking, kiểm tra hồ sơ & bàn giao đúng quy định.
Hỗ trợ giao nhận hồ sơ, quà tặng, thanh toán tại chỗ.
Kiểm tra, rà soát công nợ & chuyển quỹ chính xác.
Báo cáo xu hướng khách & đối thủ tại địa bàn.
II. YÊU CẦU ỨNG VIÊN:
Tốt nghiệp Đại học / Cao đẳng chuyên ngành du lịch, quản trị kinh doanh, marketing hoặc các ngành liên quan
Có ít nhất 1-2 năm kinh nghiệm trong lĩnh vực bán hàng, tư vấn hoặc chăm sóc khách hàng, ưu tiên trong ngành du lịch.- Kỹ năng giao tiếp tốt, khả năng thuyết phục và chốt đơn hàng.
Kỹ năng lắng nghe và phân tích nhu cầu khách hàng.
Kỹ năng sử dụng máy tính và các phần mềm văn phòng (Word, Excel) cũng như tiếp thu nhanh các phần mềm bán hàng nội bộ được đào tạo.- Trung thực, năng động và có tinh thần cầu tiến
Khả năng làm việc dưới áp lực và quản lý thời gian hiệu quả.
Tinh thần làm việc nhóm và khả năng phối hợp tốt với các bộ phận khác.- Sẵn sàng làm việc theo ca, bao gồm cả cuối tuần và ngày lễ.
III. CHÍNH SÁCH ĐÃI NGỘ:
Cấp laptop, đồng phục làm việc Bảo hiểm đầy đủ
Chăm sóc sức khỏe định kỳ
Lương thưởng, phụ cấp, công tác phí, phụ cấp thâm niên
Đào tạo, phát triển và xét tăng lương định kỳ
Du lịch hàng năm, nghỉ phép theo quy định
IV. CÁCH THỨC ỨNG TUYỂN:
Gửi CV qua email: hrdept@vietravel.com
Hạn cuối: 23:59 ngày 22/5/2026
Lưu ý: Do hạn chế về mặt thời gian, chúng tôi có thể sẽ chỉ phản hồi kết quả ứng tuyển qua email cho các ứng viên được chọn. Trong và sau khi ứng tuyển, vui lòng thường xuyên kiểm tra cả hòm thư Spam hoặc Promotions (Quảng cáo) để không bỏ sót bất cứ thông báo nào từ chúng tôi.","python,giao tiếp,tiếng anh",Business Development,Hà Nội
HR Intern,https://www.dytechlab.com/,"Thỏa thuận
Ứng tuyển",https://jobs.neu.edu.vn/jobs/hr-intern-dynamic-technology-lab-1202606091533,"1. 𝗪𝗵𝗮𝘁 𝗬𝗼𝘂'𝗹𝗹 𝗕𝗲 𝗗𝗼𝗶𝗻𝗴:
Office Management: Help ensure our Hanoi office runs smoothly and efficiently.
Administrative Support: Assist with essential HR paperwork and administrative tasks.
Employee Engagement: Support activities and initiatives to keep our Hanoi team happy and connected.
Recruitment: Get involved in the exciting process of sourcing for new hires and other recruitment initiatives in Hanoi.
2. 𝗪𝗲'𝗿𝗲 𝗟𝗼𝗼𝗸𝗶𝗻𝗴 𝗳𝗼𝗿 𝗦𝗼𝗺𝗲𝗼𝗻𝗲 𝗪𝗵𝗼 𝗜𝘀:
Pursuing a degree/diploma in Business, HR, or relevant fields with a keen interest in HR administration, internal engagement, and talent sourcing.
Highly organized, detail-oriented, and able to multi-task effectively alongside various stakeholders.
An excellent communicator with strong interpersonal skills for internal and external stakeholder management.
Proactive, responsive, responsible, and resourceful with a strong service mindset and ownership.
Having an interest in photography and proficiency in Photoshop or other media/design tools is a big plus!
3. 𝗟𝗼𝗰𝗮𝘁𝗶𝗼𝗻: Lang Ha Street, Giang Vo Ward, Hanoi
4. 𝗪𝗼𝗿𝗸𝗶𝗻𝗴 𝗠𝗼𝗱𝗲: Full-time/ Part-time (at least 3 days per week)
5.
How to apply:
Please send your English CV to careers_vn@dytechlab.com with title: [HR Intern_HN] Name_(Expected) Graduation Year.","python,giao tiếp,tiếng anh",HR,Hà Nội
Thực Tập Sinh HRBP,https://ggg.talent.vn/,"Thoả thuận
Ứng tuyển",https://jobs.neu.edu.vn/jobs/thuc-tap-sinh-hrbp-golden-gate-restaurant-group-1202606031657,"1. MÔ TẢ CÔNG VIỆC:
Hỗ trợ HRBP trong công tác vận hành nhân sự tại đơn vị:
Theo dõi, cập nhật dữ liệu nhân sự (biến động, nghỉ việc, thử việc, thăng tiến…).
Chuẩn bị báo cáo nhân sự định kỳ/đột xuất theo yêu cầu từ HRBP.
Gắn kết & Truyền thông nội bộ:
Ghi nhận phản hồi, đề xuất từ nhân viên và quản lý; tổng hợp gửi HRBP để xử lý.
Hỗ trợ triển khai các chương trình gắn kết, khảo sát nhân viên, hoạt động văn hóa nội bộ.
Hỗ trợ tham gia truyền thông chính sách, thông báo nhân sự tới các đơn vị.
Hành chính & Hỗ trợ dự án HRBP:
Hỗ trợ soạn thảo, chuẩn bị tài liệu phục vụ các dự án HRBP.
Tham gia tổ chức workshop, training nội bộ, các hoạt động đào tạo phát triển
2. YÊU CẦU:
Sinh viên năm cuối hoặc mới tốt nghiệp chuyên ngành Quản trị nhân lực, Quản trị kinh doanh hoặc liên quan.
Quan tâm đến lĩnh vực HRBP, định hướng phát triển theo con đường HRBP.
Kỹ năng: giao tiếp tốt, biết lắng nghe, phân tích dữ liệu cơ bản, làm việc nhóm.
Đã biết sử dụng tin học văn phòng (Excel, PowerPoint).
Tư duy cẩn thận, cầu tiến, ham học hỏi, chịu khó
ỨNG TUYỂN NGAY","python,giao tiếp,tiếng anh",HR,Hà Nội
